customerID,Churn_Probability,Risk_Level,Base_LTV,LTV_Segment,Retention_Priority,Recommended_Action
4647-MUZON,0.6915411035630512,HIGH RISK,3604.838161963664,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
8212-DJRCH,0.6913944631647534,HIGH RISK,3394.44635678392,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
0516-OOHAR,0.38456795599853366,MEDIUM RISK,3770.1460088906074,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
4973-RLZVI,0.22749931110319999,LOW RISK,2804.5979029764208,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
8089-UZWLX,0.25670557059650806,LOW RISK,7387.55,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
9732-KPKBW,0.6146023825299352,HIGH RISK,2026.899623115578,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
9715-WZCLW,0.2348423142608573,LOW RISK,6901.2,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
0257-KXZGU,0.2680294637902582,LOW RISK,2346.244327406262,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
0707-HOVVN,0.1313550480245358,LOW RISK,5285.0,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
5501-TVMGM,0.8095537377108764,HIGH RISK,2075.740577889447,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
3422-LYEPQ,0.8715001256105439,HIGH RISK,2667.46752995748,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
2277-VWCNI,0.7073612051602189,HIGH RISK,1831.5358040201004,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
5461-QKNTN,0.6286398397307322,HIGH RISK,4054.9,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
3967-KXAPS,0.022021608404522598,LOW RISK,6645.599999999999,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
6919-ELBGL,0.054809539294484295,LOW RISK,8276.4,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
8361-LTMKD,0.8516724396028941,HIGH RISK,2795.2054116737536,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
1131-ALZWV,0.13955428976955345,LOW RISK,924.2211441824508,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
5178-LMXOP,0.9196078868391457,HIGH RISK,3572.9036915345955,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
8992-CEUEN,0.5003860761211952,MEDIUM RISK,708.1938442211056,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
3320-VEOYC,0.8536424561227186,HIGH RISK,3591.68867413993,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
3672-YITQD,0.7554642218330233,HIGH RISK,3159.63407421724,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
6080-TCMYC,0.7057778121657161,HIGH RISK,3248.0,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
6734-FQAJX,0.2511012992059931,LOW RISK,7038.349999999999,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
1063-DHQJF,0.10231485432688837,LOW RISK,6358.35,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
3976-NLDEZ,0.5656891317434627,MEDIUM RISK,773.9412833397759,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
1729-VLAZJ,0.12042632361915041,LOW RISK,1512.1910997294162,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
3400-ESFUW,0.03412440633852717,LOW RISK,3165.25,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
5271-YNWVR,0.11186362203537635,LOW RISK,7694.200000000001,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
1587-FKLZB,0.5791978241665168,MEDIUM RISK,6567.0,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
0958-YHXGP,0.7974786013342268,HIGH RISK,2626.140568225744,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
1494-EJZDW,0.03164596607698587,LOW RISK,757.0347989949748,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
1816-FLZDK,0.5522057731106671,MEDIUM RISK,1095.164485890993,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
2075-PUEPR,0.03054681967591899,LOW RISK,1064.25,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
1833-TCXKK,0.6637263788197819,HIGH RISK,4848.75,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
1436-ZMJAN,0.4622624272060232,MEDIUM RISK,2547.2436412833395,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
0106-UGRDO,0.12544282416264504,LOW RISK,8004.0,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
1069-XAIEM,0.9170941701233198,HIGH RISK,3195.325541167375,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
4213-HKBJO,0.09764643353197515,LOW RISK,965.5481059141864,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
8345-MVDYC,0.06122596106397883,LOW RISK,3674.250000000001,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
2672-OJQZP,0.7126555646403041,HIGH RISK,1681.2559431774257,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
5136-RGMZO,0.34125625684657107,MEDIUM RISK,2669.346028218013,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
5774-QPLTF,0.03210801284015468,LOW RISK,1017.5,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
5240-CAOYT,0.30069740697951663,MEDIUM RISK,4990.349999999999,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
3707-GNWHM,0.8897395376516846,HIGH RISK,2789.569916892153,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
5159-YFPKQ,0.8563602215165903,HIGH RISK,2847.8033629686893,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
5052-PNLOS,0.8501513665395366,HIGH RISK,3957.9958349439503,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
6173-GOLSU,0.6316293275161904,HIGH RISK,6341.55,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
6661-HBGWL,0.6796273356735429,HIGH RISK,4399.5,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
8207-VVMYB,0.026762030468600706,LOW RISK,1820.0,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
5324-KTGCG,0.11064934226036822,LOW RISK,1480.35,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
7354-OIJLX,0.8510259577606609,HIGH RISK,2849.6818612292227,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
9286-BHDQG,0.03471594127654296,LOW RISK,3258.0,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
3567-PQTSO,0.461275623667978,MEDIUM RISK,5578.25,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
3197-ARFOY,0.6684482065455832,HIGH RISK,3944.846347120216,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
5698-BQJOH,0.8564710709422063,HIGH RISK,3546.604715887128,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
1090-ESELR,0.11654210712861818,LOW RISK,7596.0,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
0056-EPFBG,0.07570581420364936,LOW RISK,1480.256629300348,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
4955-VCWBI,0.033923515598366843,LOW RISK,860.0,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
4717-GHADL,0.07207702087702848,LOW RISK,3980.0,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
0058-EVZWM,0.473727750182211,MEDIUM RISK,4939.0,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
7218-HKQFK,0.8301685031983078,HIGH RISK,3539.090722844994,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
5057-RKGLH,0.028385083117273138,LOW RISK,764.5487920371087,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
2309-OSFEU,0.6231131622830879,HIGH RISK,1273.6218206416695,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
3429-IFLEM,0.058529295733158786,LOW RISK,5491.849999999999,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
1550-LOAHA,0.5779050588451118,MEDIUM RISK,3161.5125724777736,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
1400-MMYXY,0.871342496946049,HIGH RISK,3978.6593158098185,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
7503-QQRVF,0.6913781786788618,HIGH RISK,2791.4484151526863,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
7504-UWHNB,0.6586333444050095,HIGH RISK,2620.505073444144,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
9565-JSNFM,0.28441571844788244,LOW RISK,2677.1,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
4735-BJKOU,0.021598420988829355,LOW RISK,806.0,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
3580-GICBM,0.04484989415628104,LOW RISK,1476.2,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
7632-YUTXB,0.03806259984951068,LOW RISK,753.277802473908,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
9412-ARGBX,0.13991738878110666,LOW RISK,4584.0,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
9576-ANLXO,0.8184483295702831,HIGH RISK,2612.9910804020096,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
1110-KYLGQ,0.4129801834527334,MEDIUM RISK,6819.75,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
8696-JKZNU,0.736446264982547,HIGH RISK,2864.7098473134906,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
8757-TFHHJ,0.6421216194733078,HIGH RISK,1870.9842674913025,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
2955-BJZHG,0.7179769759681663,HIGH RISK,3037.5316872825665,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
9048-JVYVF,0.6133927950562886,HIGH RISK,2605.477087359876,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
0682-USIXD,0.7114768634343313,HIGH RISK,3232.895506378044,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
3884-UEBXB,0.05466863010277347,LOW RISK,2422.05,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
1776-SPBWV,0.06394875854550827,LOW RISK,755.1563007344415,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
9050-QLROH,0.6700966803767965,HIGH RISK,3407.595844607654,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
2925-VDZHY,0.017872660760731095,LOW RISK,6386.400000000001,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
9512-UIBFX,0.670496582049772,HIGH RISK,3574.7821897951294,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
8676-TRMJS,0.816805421871901,HIGH RISK,2817.7473908001543,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
3334-CTHOL,0.7046059434247478,HIGH RISK,1876.619762272903,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
6331-LWDTQ,0.5454699368005238,MEDIUM RISK,2710.6729899497486,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
3847-BAERP,0.21455176397767212,LOW RISK,785.2122729029763,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
4709-LKHYG,0.04087376160921252,LOW RISK,751.3993042133745,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
8621-MNIHH,0.6961791194635291,HIGH RISK,3540.969221105528,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
8884-ADFVN,0.8929096104240278,HIGH RISK,3830.257953227677,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
2885-HIJDH,0.06280447525329856,LOW RISK,5996.1,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
8570-KLJYJ,0.08255649533258218,LOW RISK,2045.6846057209125,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
9339-FIIJL,0.03445250508112128,LOW RISK,6188.400000000001,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
6223-DHJGV,0.03698315869839917,LOW RISK,867.3,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
0959-WHOKV,0.36800280868716706,MEDIUM RISK,4158.0,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
9610-WCESF,0.17737405842879528,LOW RISK,2941.3,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
9279-CJEOJ,0.7482387897640506,HIGH RISK,3584.174681097797,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
2985-FMWYF,0.7940645223565792,HIGH RISK,3512.791747197526,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
3540-RZJYU,0.6948956034086277,HIGH RISK,3238.5310011596443,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
2522-WLNSF,0.15180101131082066,LOW RISK,2411.991766524932,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
6861-XWTWQ,0.8963018757972822,HIGH RISK,3728.819047158871,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
8735-NBLWT,0.15960693271166984,LOW RISK,766.427290297642,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
1744-JHKYS,0.11055340068992672,LOW RISK,927.9781407035176,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
0841-NULXI,0.8576775447865274,HIGH RISK,1335.612263239273,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
4016-BJKTZ,0.32859149327610515,MEDIUM RISK,4091.369211441825,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
9298-WGMRW,0.06663293758180512,LOW RISK,8316.0,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
7893-IXHRQ,0.4763827133715695,MEDIUM RISK,772.0627850792424,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
8785-CJSHH,0.6839732385265382,HIGH RISK,5988.0,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
7654-YWJUF,0.19369654553786098,LOW RISK,3622.75,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
8909-BOLNL,0.0667829454375338,LOW RISK,796.4832624661769,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
9919-FZDED,0.07522641358338185,LOW RISK,6055.2,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
0322-CHQRU,0.7553949194582844,HIGH RISK,1703.797922303827,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
3587-PMCOY,0.5348292579150019,MEDIUM RISK,3715.669559335138,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
0655-RBDUG,0.8831537081775973,HIGH RISK,3683.735088906069,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
0983-TATYJ,0.23626771911501276,LOW RISK,1932.974710088906,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
5650-YLIBA,0.7295982380656666,HIGH RISK,3048.802676845768,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
5144-TVGLP,0.7117628284742554,HIGH RISK,3600.5,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
3569-EDBPQ,0.5923709807918914,MEDIUM RISK,3169.026565519907,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
4945-RVMTE,0.417296630120444,MEDIUM RISK,2237.2914282953225,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
3511-BFTJW,0.07709159214747535,LOW RISK,2772.0,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
5537-UXXVS,0.28897900736276966,LOW RISK,723.221830305373,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
8782-NUUOL,0.1956423722872311,LOW RISK,4740.0,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
2865-TCHJW,0.8942579964605012,HIGH RISK,3351.2408967916504,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
9931-KGHOA,0.23319207923853935,LOW RISK,2530.0,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
3071-MVJCD,0.03118909406837846,LOW RISK,5925.599999999999,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
7279-BUYWN,0.5768223015627629,MEDIUM RISK,4641.2,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
3756-VNWDH,0.38588964135766446,MEDIUM RISK,6548.75,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
1395-OFUWC,0.44245376553562293,MEDIUM RISK,1259.9,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
4223-BKEOR,0.1777076688731704,LOW RISK,2436.412243911867,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
0040-HALCW,0.01843105079776817,LOW RISK,1101.6,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
7124-UGSUR,0.40899584216780815,MEDIUM RISK,6368.400000000001,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
7395-XWZOY,0.3946234026806119,MEDIUM RISK,2066.34808658678,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
5440-VHLUL,0.47551734422512104,MEDIUM RISK,7258.8,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
4706-DGAHW,0.7831799674845441,HIGH RISK,1698.1624275222266,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
8166-ORCHU,0.3517187985310945,MEDIUM RISK,3514.670245458059,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
3978-YNKDD,0.034312111839902265,LOW RISK,783.333774642443,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
7198-GLXTC,0.8524736501389534,HIGH RISK,2968.027251642829,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
6366-XIVKZ,0.3774896320469677,MEDIUM RISK,2372.54330305373,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
5133-POWUA,0.7527368583223546,HIGH RISK,1720.7044066486276,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
8400-WZICQ,0.2958432246644606,LOW RISK,3063.5,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
5382-SOYZL,0.8244872620163364,HIGH RISK,3572.9036915345955,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
1989-PRJHP,0.7335359946755492,HIGH RISK,2836.5323734054887,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
4154-AQUGT,0.697970718529598,HIGH RISK,3345.60540201005,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
0980-FEXWF,0.23520871606915983,LOW RISK,1891.6477483571705,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
5845-BZZIB,0.00942980578200574,LOW RISK,755.1563007344415,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
4840-ORQXB,0.6479259236718765,HIGH RISK,5866.0,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
0295-PPHDO,0.9254628109329143,HIGH RISK,3586.05317935833,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
8775-ERLNB,0.8639538649277491,HIGH RISK,2791.4484151526863,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
0376-YMCJC,0.7537687529126154,HIGH RISK,3403.8388480865865,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
7410-YTJIK,0.7980137254465229,HIGH RISK,2834.653875144956,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
9927-DSWDF,0.6578975798381868,HIGH RISK,3929.818361035949,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
6681-ZSEXG,0.09654181193387315,LOW RISK,3332.0,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
5702-KVQRD,0.09134390432690177,LOW RISK,5861.05,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
8711-LOBKY,0.020904020390386566,LOW RISK,1171.15,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
9692-TUSXH,0.795975489618804,HIGH RISK,3608.595158484731,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
4012-YCFAI,0.032353501533164526,LOW RISK,3681.0,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
8455-HIRAQ,0.5087750879161802,MEDIUM RISK,1669.984953614225,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
7853-WNZSY,0.42863994921373655,MEDIUM RISK,742.0068129107074,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
0390-DCFDQ,0.8701010793669323,HIGH RISK,2646.804049091612,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
6421-SZVEM,0.287860488340777,LOW RISK,3112.671617703904,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
3094-JOJAI,0.598939857790176,MEDIUM RISK,2785.8129203710864,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
4873-ILOLJ,0.7629059664739156,HIGH RISK,3394.44635678392,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
8181-YHCMF,0.022213448074773223,LOW RISK,4100.4,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
3324-OIRTO,0.28428459547645313,LOW RISK,7430.150000000001,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
9135-HSWOC,0.023678995419531636,LOW RISK,1260.8,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
2272-WUSPA,0.13606525361532606,LOW RISK,7974.0,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
4627-MIHJH,0.24083299714514905,LOW RISK,7607.25,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
3896-RCYYE,0.2525976506627352,LOW RISK,3577.8,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
6729-GDNGC,0.6214283208782326,HIGH RISK,3031.896192500966,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
9945-PSVIP,0.05020700627505227,LOW RISK,702.5583494395052,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
4137-JOPHL,0.20620886976290798,LOW RISK,4485.0,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
2720-FVBQP,0.5977249640413463,MEDIUM RISK,1839.0497970622343,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
7854-EKTJL,0.36634924645846906,MEDIUM RISK,736.3713181291071,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
1133-KXCGE,0.04111260334870336,LOW RISK,755.1563007344415,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
6048-QBXKL,0.6511486739932217,HIGH RISK,2124.5815326633165,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
6338-AVWCY,0.7578489915006983,HIGH RISK,1508.4341032083494,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
0013-MHZWF,0.5172454079226567,MEDIUM RISK,2607.35558562041,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
9804-ICWBG,0.8959275774380019,HIGH RISK,2626.140568225744,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
2368-GAKKQ,0.12608856957263512,LOW RISK,7955.5,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
4829-AUOAX,0.6189681982423286,HIGH RISK,4418.3,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
7876-BEUTG,0.5381472553471255,MEDIUM RISK,1833.4143022806336,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
6349-JDHQP,0.04041424330143015,LOW RISK,1052.0500000000002,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
3063-QFSZL,0.796102661712473,HIGH RISK,2081.3760726710475,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
9142-XMYJH,0.18972950475199074,LOW RISK,726.9788268264399,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
2609-IAICY,0.9092419991894987,HIGH RISK,2898.5228160030924,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
8626-PTQGE,0.04008589907660897,LOW RISK,4143.45,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
0230-UBYPQ,0.12045811859390457,LOW RISK,2274.3,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
6814-ZPWFQ,0.14330576726202598,LOW RISK,1275.0,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
5921-NGYRH,0.4195299676871774,MEDIUM RISK,4707.2,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
7803-XOCCZ,0.32417823919434285,MEDIUM RISK,4370.599999999999,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
1459-QNFQT,0.05026237559061739,LOW RISK,4165.0,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
3948-FVVRP,0.39696292961638563,MEDIUM RISK,2058.8340935446463,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
0923-PNFUB,0.7981551153549696,HIGH RISK,3146.4845863935057,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
4654-ULTTN,0.08212727771523323,LOW RISK,5236.0,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
5628-FCGYG,0.7834710581230023,HIGH RISK,3159.63407421724,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
0506-LVNGN,0.7724499514678618,HIGH RISK,2838.410871666022,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
4329-YPDDQ,0.590355438203512,MEDIUM RISK,4065.070235794357,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
9866-OCCKE,0.146846134344802,LOW RISK,7902.0,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
0794-YVSGE,0.009635901101082981,LOW RISK,1461.6,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
4342-HENTK,0.8628278596541709,HIGH RISK,2654.3180421337456,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
